Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-03-31,13.36982502686898,13.419787193962962,13.120015144348145,13.120015144348145,62586000,0.0,0
2021-04-01,13.219939106345919,13.349840365317274,13.140000016663413,13.269901275634766,59183800,0.0,0
2021-04-05,13.45975687582062,13.559680258089736,13.35983254060242,13.449764251708984,50738900,0.0,0
2021-04-06,13.449764400845012,13.489733944785673,13.359832688741252,13.389809608459473,40052200,0.0,0
2021-04-07,13.389809633938839,13.519710890230447,13.249916706354876,13.379817962646484,41765400,0.0,0
2021-04-08,13.249916558498148,13.48973381992232,13.08004576008542,13.43977165222168,54919000,0.0,0
2021-04-09,13.489734397502943,13.819483384317085,13.409795306938856,13.589658737182617,63246000,0.0,0
2021-04-12,13.599650433898663,13.669597852983221,13.459757501627807,13.579666137695312,42077000,0.0,0
2021-04-13,13.499726468823255,13.52970338831901,13.249916582810755,13.429779052734375,51223800,0.0,0
2021-04-14,13.419787733174148,13.77951363539638,13.40979510876403,13.669597625732422,64639000,0.0,0
2021-04-15,13.719559172389868,13.739544421691551,13.42977972815943,13.53969669342041,50881800,0.0,0
2021-04-16,13.619635226746793,13.669597395004963,13.339848418629765,13.379817962646484,50024400,0.0,0
2021-04-19,13.30987037299332,13.45975687582062,13.159984823115105,13.449764251708984,44875800,0.0,0
2021-04-20,13.399802123684323,13.399802123684323,12.890189727874406,13.050068855285645,61456700,0.0,0
2021-04-21,12.920167826583548,13.369825438370983,12.760289649321269,13.339848518371582,49608100,0.0,0
2021-04-22,13.339848368621006,13.669597343760033,13.269900952142146,13.399802207946777,52607800,0.0,0
2021-04-23,13.489734523115342,13.599650535427184,13.349840636850974,13.53969669342041,46638100,0.0,0
2021-04-26,13.619635733450883,13.989354267597786,13.539696642443397,13.559680938720703,93778900,0.0,0
2021-04-27,13.489733720552918,13.529703263829186,12.900182242516161,13.479741096496582,149775000,0.0,0
2021-04-28,13.31986364803717,13.33984889723711,13.140000217034247,13.189962387084961,66095400,0.0,0
2021-04-29,13.169978065778519,13.279894077321675,13.070053725867192,13.199954986572266,55157600,0.0,0
