Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-01-04,523.8691088619097,545.7865137018944,518.202380527115,524.2388916015625,14016000,0.0,0
2021-01-05,523.6891933680171,537.4313001696937,523.1794763738995,535.8822021484375,8069000,0.0,0
2021-01-06,528.5963897429685,529.4958364645256,503.1509840400057,504.2903137207031,14510600,0.0,0
2021-01-07,518.4022013628064,534.8027527455469,515.1640713640286,533.4535522460938,11537000,0.0,0
2021-01-08,534.1931603435033,536.5318438630759,521.3805125826965,530.76513671875,7313200,0.0,0
2021-01-11,536.4418507825598,558.1194009514396,534.1931425119296,544.5471801757812,12958600,0.0,0
2021-01-12,549.7841962942178,549.8641674510657,533.4935653433301,539.0803833007812,7286900,0.0,0
2021-01-13,539.2902043371623,544.6871287282785,535.0926642553136,540.9592895507812,5250700,0.0,0
2021-01-14,542.6882945112402,543.6777164483963,526.9173236337845,527.7069091796875,7078000,0.0,0
2021-01-15,528.8162453036134,532.7040268267955,513.6449669459223,514.084716796875,6944500,0.0,0
2021-01-19,520.3511587886799,523.4593589339167,513.4650991742196,520.7109375,5654700,0.0,0
2021-01-20,524.1689179328604,536.9115992625165,521.97022956235,534.3231201171875,6464300,0.0,0
2021-01-21,536.4318205497076,559.6484635070253,529.8156263078878,554.3815307617188,8444500,0.0,0
2021-01-22,549.2844637458908,553.3521345789216,544.7771040661602,548.1851196289062,6170500,0.0,0
2021-01-25,550.9535926197327,552.8225143667777,529.1561139174584,545.8165283203125,6277800,0.0,0
2021-01-26,542.9081024076081,545.476634263606,535.1925638208162,537.1014404296875,4099500,0.0,0
2021-01-27,528.896211143133,529.0061333547369,511.4562165705523,516.4133911132812,9281800,0.0,0
2021-01-28,519.5515501630089,533.2837138095648,518.1223783897748,521.7402954101562,5707900,0.0,0
2021-01-29,522.6997636428115,533.0838137402945,516.1635399924832,519.291748046875,6788800,0.0,0
2021-02-01,521.8302691566665,530.5252870051052,515.8137054983001,529.176025390625,5430100,0.0,0
2021-02-02,535.64230046059,542.5683143321909,531.1148720466232,541.9586791992188,5511000,0.0,0
2021-02-03,545.126849619116,556.9500747552659,540.3495646747972,540.9092407226562,6135200,0.0,0
2021-02-04,540.9292684188943,546.6260082917056,533.203725673905,546.2562255859375,5033500,0.0,0
