Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-02-05,548.6848503839341,549.1745593428369,541.5189833523959,543.3279418945312,4228800,0.0,0
2021-02-08,548.7748213469199,578.617665553301,548.7748213469199,577.2184448242188,10865600,0.0,0
2021-02-09,573.3007106831471,582.9951545661206,568.5734454753137,570.2025146484375,7189000,0.0,0
2021-02-10,578.1978912378952,595.8577296896331,573.3306310182008,590.23095703125,12133800,0.0,0
2021-02-11,598.8660140386688,610.5393012021888,596.6572608450132,609.6798095703125,11270700,0.0,0
2021-02-12,601.6543950768001,611.2988794643734,590.660710116925,598.1064453125,9368900,0.0,0
2021-02-16,602.2240650952351,614.5470033833735,597.656681463701,612.8579711914062,8049000,0.0,0
2021-02-17,606.4916565065942,608.5904265536826,590.860620365042,595.897705078125,6868900,0.0,0
2021-02-18,588.8217542864027,594.588461424574,582.6653173954833,592.8194580078125,5846700,0.0,0
2021-02-19,600.6349565605727,606.7314911374331,593.5290530669969,596.7172241210938,6793100,0.0,0
2021-02-22,590.6507178586162,604.9825124680908,572.6710552217091,573.9003295898438,8147100,0.0,0
2021-02-23,562.6867745891889,569.222997885862,535.272530014451,565.355224609375,9794500,0.0,0
2021-02-24,564.5856663855791,579.9368947887291,549.9241053033912,579.6270751953125,11208000,0.0,0
2021-02-25,561.497456321029,574.6598781063689,528.3465168965513,531.994384765625,20610900,0.0,0
2021-02-26,549.7841615670308,553.8618363070262,534.1331788592823,548.2650756835938,12523300,0.0,0
2021-03-01,554.681365321443,556.680217088367,541.8187590812954,553.3521118164062,8829600,0.0,0
2021-03-02,555.680800189394,556.5003367470972,535.5324008930813,535.942138671875,6602900,0.0,0
2021-03-03,536.741647365399,537.7510772467487,511.6560826115629,511.89593505859375,9439800,0.0,0
2021-03-04,511.73605452537754,518.7020235187833,483.07249756013454,494.5259094238281,14333600,0.0,0
2021-03-05,501.7118043691333,501.7118043691333,466.90181351390606,498.173828125,13571000,0.0,0
2021-03-08,497.7141224329168,498.5636405892901,462.39441306726275,463.46380615234375,13577800,0.0,0
2021-03-09,485.0988196505228,504.55438292323987,482.2594740154688,500.69525146484375,13045600,0.16,0
2021-03-10,513.5023260461357,519.0810647678599,498.18582849771917,498.6157531738281,9609400,0.0,0
2021-03-11,517.8813190658828,521.7304125693901,509.2632989082949,519.6209106445312,7497900,0.0,0
2021-03-12,505.81409840985475,515.4318898579804,503.4846455716775,514.1221923828125,6099100,0.0,0
2021-03-15,514.4721089005033,528.148966815259,510.57297817438496,527.5291137695312,5549700,0.0,0
2021-03-16,534.1375855226329,540.376145880044,524.5497561960015,531.5281982421875,6803200,0.0,0
2021-03-17,521.4705362518067,538.0067251500313,519.4609869575633,533.5277709960938,6096600,0.0,0
2021-03-18,525.3396197964298,527.2391478239944,508.5634354201197,508.78338623046875,7347400,0.0,0
2021-03-19,509.88314077735816,516.7415542611648,504.3844010238768,513.7122802734375,7480200,0.0,0
2021-03-22,516.3916667350555,535.6572711098374,516.1517314873626,527.3291625976562,7445100,0.0,0
2021-03-23,530.048488867869,533.6577079743898,520.7306173216091,522.710205078125,5551200,0.0,0
2021-03-24,525.9294543542703,526.2493883554512,505.3541832588748,505.6041259765625,6146000,0.0,0
2021-03-25,499.865470419705,508.4734833072107,490.7675490392432,501.2951354980469,7378600,0.0,0
2021-03-26,502.0649267215327,514.1321684100614,494.8265954070613,513.4523315429688,9099200,0.0,0
2021-03-29,512.6925181521698,522.3803007153746,507.88362251370387,517.8113403320312,6838000,0.0,0
2021-03-30,513.5622844043371,518.8910801363172,508.0835596571213,514.7520141601562,5005100,0.0,0
2021-03-31,520.5007297624365,538.6965726503239,519.1810248298725,533.8076782226562,7869400,0.0,0
2021-04-01,542.7656227805098,554.672867004327,540.3261794145208,552.3433837890625,7706900,0.0,0
2021-04-05,554.5729379907211,560.4315808994681,549.1941655937374,559.371826171875,6391800,0.0,0
2021-04-06,559.8617092844655,562.041202573586,550.8137946375368,554.3330078125,4793600,0.0,0
2021-04-07,555.1027501535954,569.6094349670738,548.3343429857499,565.6103515625,6282100,0.0,0
2021-04-08,569.9793486646983,578.7273436638397,569.8294196488439,572.5487670898438,6110400,0.0,0
2021-04-09,568.4297440089415,576.1879760047241,566.8701038360596,575.8680419921875,4879300,0.0,0
2021-04-12,571.4590483103422,613.9592559834507,565.4404082527758,608.2205810546875,21733100,0.0,0
2021-04-13,609.1204381850736,627.8561353918174,604.8914267362006,627.0363159179688,16905300,0.0,0
2021-04-14,624.8567959140765,628.6759279732439,608.9604146175539,610.9400024414062,9637500,0.0,0
2021-04-15,626.356462612243,648.4214134780435,625.1167564719767,645.3421020507812,14962000,0.0,0
2021-04-16,641.9728946689186,646.4818712562229,634.4646053384325,636.3541870117188,8380200,0.0,0
2021-04-19,621.3176120706421,632.1550938720061,609.1803793522329,614.3291625976562,10110500,0.0,0
2021-04-20,612.789561570197,619.7379814291465,598.3828899584416,606.7109375,8353300,0.0,0
2021-04-21,604.6114680623369,614.3592345999273,603.9516460998784,614.2792358398438,5419400,0.0,0
2021-04-22,614.859082063159,617.3984780930016,591.2045302431826,593.8739013671875,6944700,0.0,0
2021-04-23,597.233135860516,613.2594926296243,595.8734620856744,610.4700927734375,5687500,0.0,0
2021-04-26,607.2608638567865,619.0181182820971,604.8613893089102,618.9781494140625,4944900,0.0,0
2021-04-27,622.9972200014371,626.6763693944202,614.0392512481932,615.1290283203125,4114300,0.0,0
2021-04-28,614.4391981918483,621.1476216740479,608.4805418407593,610.9299926757812,5235400,0.0,0
2021-04-29,615.8588684833203,617.3185559509192,602.7218643384487,612.8495483398438,4329900,0.0,0
